STASIUN 2;;;;;;;;;
;;;;;;;;;
PLOT 1 TITIK 1;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);Antenna, Kepala;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
28;0,93;0,15;0,18;A < 0.5 T;Banyak;Ada;Tidak ada;0;PODUROMORPHA
29;1,08;0,24;0,2;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
30;1;0,41;0,25;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
31;1,39;0,16;0,26;A < 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
32;2,16;0,86;0,42;A > 0.5 T;Sedikit;Ada;Ada;8;ENTOMOBRYOMORPHA
;;;;;;;;;
PLOT 3 TITIK 5;;;;;;;;;
INDIVIDU;Ukuran Tubuh (mm);Panjang Antenna (mm);Panjang Kepala (mm);;Pigmentasi;Setae/Sisik;Furca;Ocelli;ORDO
1;1,07;0,19;0,18;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
2;1,01;0,17;0,18;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
3;0,72;0,14;0,17;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
4;1,05;0,15;0,19;A < 0.5 T;Sedikit;Ada;Ada;8;PODUROMORPHA
5;1,04;0,24;0,19;A > 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
6;0,94;0,18;0,16;A > 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
7;1,35;0,16;0,2;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
8;0,84;0,13;0,19;A < 0.5 T;Banyak;Ada;Ada;5;PODUROMORPHA
9;0,93;0,14;0,18;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
10;0,88;0,11;0,16;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
11;0,92;0,11;0,18;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
12;0,92;0,16;0,19;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
13;0,79;0,12;0,13;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
14;1,2;0,15;0,19;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
15;0,93;0,13;0,17;A < 0.5 T;Sedikit;Ada;Ada;5;PODUROMORPHA
16;1,21;0,41;0,23;A > 0.5 T;Sedikit;Ada;Ada;5;ENTOMOBRYOMORPHA
17;0,81;0,11;0,13;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
18;0,79;0,13;0,14;A < 0.5 T;Banyak;Ada;Ada;2;PODUROMORPHA
19;0,57;0,12;0,13;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
20;1,16;0,19;0,18;A > 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
21;1,02;0,28;0,19;A > 0.5 T;Tidak ada;Ada;Ada;0;ENTOMOBRYOMORPHA
22;1,04;0,16;0,19;A < 0.5 T;Banyak;Ada;Ada;6;PODUROMORPHA
23;1,03;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
24;0,97;0,15;0,22;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
25;0,93;0,15;0,17;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
26;0,81;0,11;0,15;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
27;0,94;0,15;0,17;A < 0.5 T;Sedikit;Ada;Ada;5;PODUROMORPHA
28;1,09;0,18;0,19;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
29;0,91;0,13;0,15;A < 0.5 T;Sedikit;Ada;Ada;6;PODUROMORPHA
30;1,24;0,5;0,37;A > 0.5 T;Sedikit;Ada;Ada;5;ENTOMOBRYOMORPHA
31;1,07;0,16;0,2;A < 0.5 T;Banyak;Ada;Ada;3;PODUROMORPHA
32;0,79;0,13;0,15;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
33;0,92;0,12;0,15;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
34;1,03;0,12;0,18;A < 0.5 T;Banyak;Ada;Ada;8;PODUROMORPHA
35;0,78;0,13;0,15;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
36;0,97;0,15;0,17;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
37;0,87;0,12;0,16;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
38;0,84;0,12;0,16;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
39;0,9;0,14;0,19;A < 0.5 T;Banyak;Ada;Ada;2;PODUROMORPHA
40;1,11;0,18;0,19;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
41;1,49;0,5;0,33;A > 0.5 T;Sedikit;Ada;Ada;0;ENTOMOBRYOMORPHA
42;0,93;0,19;0,17;A > 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
43;0,8;0,15;0,19;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
44;0,9;0,14;0,16;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
45;1,08;0,15;0,23;A < 0.5 T;Sedikit;Ada;Ada;0;PODUROMORPHA
46;0,98;0,15;0,2;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
47;1,01;0,17;0,18;A < 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
48;1,02;0,21;0,19;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
49;1,07;0,19;0,18;A > 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
50;1,21;0,23;0,18;A > 0.5 T;Sedikit;Ada;Ada;5;PODUROMORPHA
51;0,94;0,16;0,17;A < 0.5 T;Banyak;Ada;Ada;0;PODUROMORPHA
52;0,85;0,14;0,18;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
53;0,88;0,16;0,17;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
54;0,99;0,21;0,19;A > 0.5 T;Sedikit;Ada;Ada;1;PODUROMORPHA
55;0,76;0,13;0,14;A < 0.5 T;Banyak;Ada;Ada;1;PODUROMORPHA
56;0,98;0,18;0,16;A > 0.5 T;Banyak;Ada;Ada;4;PODUROMORPHA
57;0,98;0,32;0,17;A > 0.5 T;Sedikit;Ada;Ada;4;ENTOMOBRYOMORPHA
58;0,84;0,14;0,18;A < 0.5 T;Sedikit;Ada;Ada;4;PODUROMORPHA
